Latitude,Longitude,Date,Time,Frp
10.3856,29.86,2010-01-01,0001,302.9
6.642,24.8331,2010-01-01,0002,351.9
4.9904,31.8982,2010-01-01,0746,321.9
8.033,15.1775,2010-01-01,0924,328.1
8.4743,21.6694,2010-01-01,0924,312.2
9.6734,18.8308,2010-01-01,0924,333.5
8.7684,13.0979,2010-01-01,0924,319.4
5.9412,16.3404,2010-01-01,0925,312.8
7.4323,33.5742,2010-01-01,1049,328.1
10.3613,36.5997,2010-01-01,1049,327.3
10.9115,-9.8358,2010-01-01,1102,322.6
11.2799,-1.9051,2010-01-01,1102,320.9
10.0539,-7.4345,2010-01-01,1103,321
9.0511,-10.7099,2010-01-01,1103,314.6
4.3652,14.9795,2010-01-01,1227,321.5
4.9026,14.8126,2010-01-01,1227,324.8
5.6687,17.1114,2010-01-01,1227,349.9
6.0227,16.1097,2010-01-01,1227,314.7
6.5905,16.5997,2010-01-01,1227,320.4
6.3937,12.3523,2010-01-01,1227,318.5
7.2274,14.7671,2010-01-01,1227,320.4
7.7543,15.1608,2010-01-01,1227,357.9
8.0577,14.4106,2010-01-01,1228,326.4
8.5315,14.247,2010-01-01,1228,327.5
9.8941,17.1895,2010-01-01,1228,352.6
7.8289,-6.3709,2010-01-01,1406,324.8
10.6652,-11.2396,2010-01-01,1407,322.1
11.631,-10.6917,2010-01-01,1407,319.7
9.6525,-4.8694,2010-01-01,1407,321.6
9.7183,-8.9065,2010-01-01,1407,318.5
9.8608,-10.714,2010-01-01,1407,319.6
10.8091,-8.9393,2010-01-01,1407,326.8
13.2279,-11.709,2010-01-01,1408,338
6.1836,33.1462,2010-01-01,2011,327.6
8.6499,32.499,2010-01-01,2012,304.1
10.4317,35.6092,2010-01-01,2305,313.2
10.1271,35.0188,2010-01-02,0828,315
7.538,33.8674,2010-01-02,0829,324.6
7.6045,23.8347,2010-01-02,0829,317.4
6.1575,28.679,2010-01-02,0829,321.1
5.0293,30.481,2010-01-02,0829,327.4
11.0562,4.9293,2010-01-02,1007,319.2
10.0557,4.1287,2010-01-02,1007,325.6
7.6344,11.8347,2010-01-02,1007,320.7
6.6937,7.7899,2010-01-02,1008,315
4.2741,32.593,2010-01-02,1131,367.6
4.1238,25.7323,2010-01-02,1131,327.5
5.5194,29.2662,2010-01-02,1131,369.2
6.7915,33.224,2010-01-02,1131,327.7
6.3841,26.7066,2010-01-02,1132,323.2
6.7022,25.4039,2010-01-02,1132,324.8
8.3812,31.3147,2010-01-02,1132,332.9
7.3779,19.9392,2010-01-02,1132,315.7
8.7958,20.8352,2010-01-02,1132,318.2
12.2557,-11.6346,2010-01-02,1145,346.9
5.4435,13.855,2010-01-02,1310,316.9
6.2707,8.47,2010-01-02,1310,332
6.8799,8.0571,2010-01-02,1310,324.5
6.3418,1.0273,2010-01-02,1310,318.5
9.8473,4.8758,2010-01-02,1311,328.6
9.0323,-4.0174,2010-01-02,1311,321.9
7.7627,8.1126,2010-01-02,1311,338.7
7.7787,2.6589,2010-01-02,1311,328.5
8.8514,5.5743,2010-01-02,1311,323.4
8.2672,-1.794,2010-01-02,1311,316.6
11.1009,1.6879,2010-01-02,1312,331.5
12.6313,-11.5586,2010-01-02,1451,327.1
7.0662,24.7492,2010-01-02,2054,306
14.991,-11.419,2010-01-02,2236,306.3
11.1806,21.1571,2010-01-03,0911,336.8
9.6989,15.264,2010-01-03,0912,316.9
8.5368,17.737,2010-01-03,0912,322.4
6.7893,25.6758,2010-01-03,0912,349.8
7.5959,14.5444,2010-01-03,0912,319.2
5.18,17.2696,2010-01-03,0913,335.5
13.0584,-11.6567,2010-01-03,1050,317.8
11.2774,-6.4382,2010-01-03,1050,319.7
10.3171,-5.6488,2010-01-03,1050,325.6
9.2471,-2.9973,2010-01-03,1050,328.9
8.7385,-4.0384,2010-01-03,1050,336.9
7.9355,-4.6577,2010-01-03,1051,322.7
3.9648,22.5445,2010-01-03,1214,331
4.6398,20.8152,2010-01-03,1214,315.2
4.5928,17.0973,2010-01-03,1214,341.3
4.8829,17.2614,2010-01-03,1214,319.7
5.0646,16.9676,2010-01-03,1214,327.2
6.6818,27.103,2010-01-03,1214,337
5.2567,15.5077,2010-01-03,1214,333.5
5.5966,15.7858,2010-01-03,1215,323.8
5.6403,14.1974,2010-01-03,1215,331
6.2214,16.0934,2010-01-03,1215,317.8
6.5665,16.1974,2010-01-03,1215,332.8
7.6663,20.6174,2010-01-03,1215,327.1
7.813,18.737,2010-01-03,1215,323.7
8.8485,22.6572,2010-01-03,1215,331.5
8.3054,14.6864,2010-01-03,1215,367
9.1986,15.0279,2010-01-03,1216,339.7
6.9249,-0.3743,2010-01-03,1353,317.5
7.8582,-0.4015,2010-01-03,1354,323.1
8.3751,0.8941,2010-01-03,1354,319.9
8.2769,-2.339,2010-01-03,1354,323.1
8.1528,-5.7954,2010-01-03,1354,324.4
8.6859,-4.1081,2010-01-03,1354,324.3
8.9597,-4.1277,2010-01-03,1354,345.2
8.8245,-7.1246,2010-01-03,1354,345.5
9.0243,-7.9348,2010-01-03,1354,320.5
9.7309,-5.0576,2010-01-03,1354,323
9.5787,-8.3833,2010-01-03,1355,317.1
9.3989,-11.1349,2010-01-03,1355,313.5
10.6446,-4.3001,2010-01-03,1355,328.8
10.2411,-9.217,2010-01-03,1355,321.4
10.6402,-9.6105,2010-01-03,1355,322.8
12.0475,-5.6602,2010-01-03,1355,327.1
12.4444,-11.4392,2010-01-03,1355,330.1
6.2659,32.982,2010-01-03,1959,315
9.9898,13.5686,2010-01-03,2138,306.9
12.0517,35.8724,2010-01-04,0815,321.6
8.4037,27.1875,2010-01-04,0816,319.4
7.1667,23.7351,2010-01-04,0817,316.8
5.0567,31.5328,2010-01-04,0817,323.5
11.2788,15.0218,2010-01-04,0954,326.1
10.545,3.1026,2010-01-04,0955,321.8
8.0974,14.387,2010-01-04,0955,332
7.8087,9.517,2010-01-04,0955,338.7
6.1615,14.703,2010-01-04,0955,313.7
4.8724,14.7981,2010-01-04,0956,317.1
3.9592,31.4658,2010-01-04,1118,320.5
4.5056,28.6559,2010-01-04,1119,315.7
5.804,30.3271,2010-01-04,1119,369.1
7.3459,34.2591,2010-01-04,1119,340.7
6.4421,25.6424,2010-01-04,1119,326.9
7.8638,30.8963,2010-01-04,1120,332.1
9.2987,34.9482,2010-01-04,1120,340.5
8.5375,24.0248,2010-01-04,1120,333.5
13.7393,-10.1718,2010-01-04,1132,326.9
12.6817,-13.2987,2010-01-04,1133,327.3
10.0984,-7.5117,2010-01-04,1133,332.4
9.6893,-10.6789,2010-01-04,1133,326.5
4.2666,15.4841,2010-01-04,1257,318.5
5.2405,14.5923,2010-01-04,1257,316.6
5.8269,13.6183,2010-01-04,1258,321.6
7.2877,17.5895,2010-01-04,1258,321.8
7.7697,17.2378,2010-01-04,1258,319
7.3682,11.2469,2010-01-04,1258,349.6
7.7399,11.6663,2010-01-04,1258,325
8.061,12.3932,2010-01-04,1258,328.5
8.6586,14.3441,2010-01-04,1258,327.1
8.6395,9.6599,2010-01-04,1258,331.6
8.8461,7.4311,2010-01-04,1259,320.2
9.3983,8.1313,2010-01-04,1259,341.1
9.4312,5.3476,2010-01-04,1259,325
9.6781,4.4319,2010-01-04,1259,332.3
9.2776,-0.753,2010-01-04,1259,323.9
10.8978,4.2341,2010-01-04,1259,324.3
8.9265,-5.9291,2010-01-04,1437,318.5
9.6342,-8.3606,2010-01-04,1437,319.2
10.1806,-9.4579,2010-01-04,1438,327.5
11.3215,-11.0782,2010-01-04,1438,318.7
13.4495,-12.9744,2010-01-04,1439,390.5
6.7785,27.883,2010-01-04,2042,300.8
7.8096,-1.5125,2010-01-04,2221,316.8
6.1198,29.1921,2010-01-04,2337,301.7
9.5321,29.5731,2010-01-05,0859,324.1
8.488,24.6049,2010-01-05,0859,320.5
6.8007,30.498,2010-01-05,0859,349.2
6.5071,28.2543,2010-01-05,0900,332.5
7.0722,21.1831,2010-01-05,0900,335.7
6.5073,20.4178,2010-01-05,0900,309.9
3.2353,31.4328,2010-01-05,0900,320.5
10.7562,2.2603,2010-01-05,1037,328.2
10.0656,-0.344,2010-01-05,1038,337
9.1858,-0.253,2010-01-05,1038,337.7
8.9401,-3.8939,2010-01-05,1038,324.7
-5.8318,22.7195,2010-01-05,1159,312.1
5.0664,32.6756,2010-01-05,1202,321.6
4.742,24.4976,2010-01-05,1202,345.9
5.5586,26.5391,2010-01-05,1202,327.9
4.8167,17.9043,2010-01-05,1202,326.1
6.413,26.3835,2010-01-05,1202,333
7.101,29.1652,2010-01-05,1202,329.4
6.5689,23.4265,2010-01-05,1202,329.6
6.9112,22.3391,2010-01-05,1202,317.7
7.4202,23.7212,2010-01-05,1203,346.8
7.4216,20.5895,2010-01-05,1203,324.6
9.19,28.5816,2010-01-05,1203,325.8
9.5638,26.5856,2010-01-05,1203,336.4
9.5782,18.8634,2010-01-05,1203,325.8
7.9752,1.1829,2010-01-05,1341,326.9
7.0864,0.0486,2010-01-05,1341,320.8
10.2784,-0.727,2010-01-05,1342,335.8
8.0527,-1.8578,2010-01-05,1342,324.8
10.276,-8.0776,2010-01-05,1342,341.7
7.8474,-1.1585,2010-01-05,1342,342.4
9.6111,-7.1834,2010-01-05,1342,324.7
10.9952,5.224,2010-01-05,1342,324.1
8.639,-2.589,2010-01-05,1342,333.9
9.9398,2.4693,2010-01-05,1342,334.2
10.2863,3.0929,2010-01-05,1342,324.7
9.1788,-6.217,2010-01-05,1342,323.1
11.5846,-3.5457,2010-01-05,1343,330.3
12.7385,-12.0529,2010-01-05,1343,325.9
14.1981,-11.9553,2010-01-05,1344,341.6
4.6129,22.9584,2010-01-05,2124,300.8
11.46,19.0539,2010-01-06,0019,303.9
8.5058,35.3293,2010-01-06,0804,319.6
6.8703,34.2612,2010-01-06,0804,326.6
5.0493,30.0731,2010-01-06,0805,323
10.5334,12.6008,2010-01-06,0942,321.8
9.4075,10.7433,2010-01-06,0942,318.4
7.5198,16.9383,2010-01-06,0943,334.6
7.5565,8.3367,2010-01-06,0943,317.8
5.0711,17.9899,2010-01-06,0943,312.8
3.7732,32.3311,2010-01-06,1106,365.4
4.3323,30.2219,2010-01-06,1106,328.5
6.018,34.7164,2010-01-06,1107,323
6.4851,32.1096,2010-01-06,1107,347
8.0348,36.0373,2010-01-06,1107,319.7
8.6251,33.8023,2010-01-06,1107,330.9
10.7864,31.2908,2010-01-06,1108,335.9
13.5293,-11.6735,2010-01-06,1120,364.5
9.899,-1.4507,2010-01-06,1121,322.5
9.133,-6.3238,2010-01-06,1121,326.1
4.2331,14.5116,2010-01-06,1245,313.5
5.198,14.6961,2010-01-06,1245,339.7
5.7146,14.801,2010-01-06,1245,329.2
5.9906,13.6621,2010-01-06,1245,323.7
6.5376,13.5121,2010-01-06,1246,322
7.2495,14.7652,2010-01-06,1246,324.1
7.6032,14.2243,2010-01-06,1246,342
7.2098,9.536,2010-01-06,1246,327.5
7.4379,9.2815,2010-01-06,1246,342.4
8.3562,13.6152,2010-01-06,1246,323.9
7.5962,5.6147,2010-01-06,1246,311.5
9.2477,9.7442,2010-01-06,1246,335.9
9.3106,2.8395,2010-01-06,1247,322.2
8.6429,-6.4221,2010-01-06,1425,320
9.8433,-7.546,2010-01-06,1425,337.1
10.6571,-10.0731,2010-01-06,1425,322.7
11.7237,-8.0284,2010-01-06,1426,321.6
13.0893,-11.0156,2010-01-06,1426,323.8
7.303,34.3201,2010-01-06,2029,315.8
8.408,32.9966,2010-01-06,2030,309.2
10.087,36.0365,2010-01-06,2324,312.8
5.8177,29.3769,2010-01-06,2325,303.9
9.9991,30.6164,2010-01-07,0846,324.8
6.5502,26.6835,2010-01-07,0847,330.9
8.9877,28.8091,2010-01-07,0847,328.6
8.7774,22.1984,2010-01-07,0847,346.6
5.2833,32.8476,2010-01-07,0848,350.3
5.4853,28.5492,2010-01-07,0848,344.2
4.0126,31.3816,2010-01-07,0848,357.1
11.1421,3.9546,2010-01-07,1025,317.2
9.4205,-8.3228,2010-01-07,1026,315.4
1.8738,34.1962,2010-01-07,1148,319.1
3.4223,20.8125,2010-01-07,1149,313.6
4.4637,26.1924,2010-01-07,1149,380
2.4045,31.2935,2010-01-07,1149,323.6
5.0684,27.5328,2010-01-07,1150,323.2
4.3129,19.8573,2010-01-07,1150,314.5
4.5233,18.9586,2010-01-07,1150,317.4
4.4964,15.9009,2010-01-07,1150,314.1
5.7964,21.4914,2010-01-07,1150,321.9
6.1622,21.6955,2010-01-07,1150,328
8.083,33.1283,2010-01-07,1150,330.9
7.1922,23.8523,2010-01-07,1150,392.2
7.9731,26.1457,2010-01-07,1150,327.6
6.3437,27.0465,2010-01-07,1150,331.8
8.1858,23.0093,2010-01-07,1151,327.8
7.9578,17.5561,2010-01-07,1151,321.4
9.2805,22.3437,2010-01-07,1151,343.5
-33.4007,21.8521,2010-01-07,1317,323.2
7.015,0.8446,2010-01-07,1329,333.1
7.8666,-0.906,2010-01-07,1329,322.2
8.2552,-1.556,2010-01-07,1329,324.2
8.5313,-2.89,2010-01-07,1330,323.2
9.224,-2.6512,2010-01-07,1330,326.7
10.9425,5.1828,2010-01-07,1330,324.8
10.7005,-1.7738,2010-01-07,1330,331.3
11.0622,-7.4659,2010-01-07,1330,324.8
4.9605,22.151,2010-01-07,2112,300.6
11.0327,-10.3208,2010-01-07,2253,301.2
8.1918,-1.8604,2010-01-08,0146,306.6
5.1741,32.9394,2010-01-08,0752,324.4
9.1565,20.8484,2010-01-08,0930,338.4
8.7745,15.7767,2010-01-08,0930,341.5
6.8692,23.5032,2010-01-08,0930,314.4
6.3082,23.3009,2010-01-08,0930,318.3
6.3933,15.5543,2010-01-08,0931,315
4.5276,22.2629,2010-01-08,0931,311.9
3.7817,30.7244,2010-01-08,1054,316.2
6.1195,34.8511,2010-01-08,1054,327.4
6.9851,31.5177,2010-01-08,1055,341.9
9.4818,34.28,2010-01-08,1055,329.7
12.1816,-7.964,2010-01-08,1108,322.7
11.0532,-10.8173,2010-01-08,1108,348.3
8.2607,0.0659,2010-01-08,1109,317.4
-33.5299,20.5423,2010-01-08,1222,342.1
4.1214,21.6289,2010-01-08,1232,315.4
5.7748,17.9588,2010-01-08,1233,328.7
5.352,17.5625,2010-01-08,1233,332.9
4.5871,19.7213,2010-01-08,1233,324.3
5.0013,19.0815,2010-01-08,1233,319.6
5.903,17.7008,2010-01-08,1233,334.6
5.7779,15.0373,2010-01-08,1233,327
6.3549,17.4998,2010-01-08,1233,319.8
6.861,19.4363,2010-01-08,1233,331.4
6.9527,17.9835,2010-01-08,1233,339.5
6.3223,11.3983,2010-01-08,1233,320.4
7.4697,17.1375,2010-01-08,1233,327.9
8.0893,19.2033,2010-01-08,1233,332.5
7.7145,9.2286,2010-01-08,1234,326.2
8.0987,8.5029,2010-01-08,1234,323.2
10.8169,19.8534,2010-01-08,1234,365.3
7.8631,15.5974,2010-01-08,1234,339.2
10.0905,3.7227,2010-01-08,1235,326.9
8.568,-1.3566,2010-01-08,1412,323.2
8.2831,-7.952,2010-01-08,1413,325.8
8.8835,-7.1368,2010-01-08,1413,322.9
8.7901,-12.194,2010-01-08,1413,324.1
9.7597,-8.8557,2010-01-08,1413,318.2
9.929,-11.0302,2010-01-08,1413,322.6
10.3359,-14.2709,2010-01-08,1413,314
12.4024,-9.5571,2010-01-08,1414,331.8
3.9187,32.321,2010-01-08,2016,308.3
7.394,34.0632,2010-01-08,2017,301.4
6.3179,9.4329,2010-01-08,2156,302.4
10.5051,-9.4272,2010-01-09,0229,309.9
8.3491,31.4423,2010-01-09,0835,357
7.1626,30.5618,2010-01-09,0835,464.7
6.9484,25.0989,2010-01-09,0835,325.6
5.5531,28.6735,2010-01-09,0835,342.3
4.5027,30.0429,2010-01-09,0836,330.2
-33.3588,21.892,2010-01-09,0846,355
9.8916,5.7422,2010-01-09,1013,337.8
7.9134,9.8287,2010-01-09,1013,318
-18.0166,36.3865,2010-01-09,1131,344.7
3.2153,29.7091,2010-01-09,1137,312.9
3.9509,30.1626,2010-01-09,1137,320.3
4.4499,30.8922,2010-01-09,1137,334.8
4.5256,28.1962,2010-01-09,1137,318.8
4.955,28.4932,2010-01-09,1137,330.3
5.4464,28.1981,2010-01-09,1137,342.2
6.6443,24.1797,2010-01-09,1138,330.7
6.6919,20.9663,2010-01-09,1138,313.5
7.8859,23.508,2010-01-09,1138,326.6
7.0989,31.2841,2010-01-09,1138,342.4
7.8281,20.9168,2010-01-09,1138,320.2
11.0718,35.31,2010-01-09,1139,324.3
11.8145,-13.5888,2010-01-09,1151,322.2
6.9505,9.6579,2010-01-09,1316,322.3
7.3247,1.3233,2010-01-09,1317,326.1
8.8313,7.0991,2010-01-09,1317,322.3
8.1336,0.0654,2010-01-09,1317,351.3
8.1003,-2.3272,2010-01-09,1317,328.5
8.8637,0.676,2010-01-09,1317,336.2
9.9114,4.5303,2010-01-09,1317,343.6
9.652,0.0087,2010-01-09,1317,344.2
10.4165,1.1154,2010-01-09,1318,332.5
11.9969,4.8528,2010-01-09,1318,332
5.7386,28.0177,2010-01-09,2100,308.1
11.5124,19.6289,2010-01-09,2102,315.8
7.3626,23.9559,2010-01-09,2355,313.8
5.5705,32.9962,2010-01-10,0740,326.5
9.6008,18.7698,2010-01-10,0917,332.2
7.6923,24.1056,2010-01-10,0918,325.2
6.7131,25.608,2010-01-10,0918,326.8
6.365,24.1521,2010-01-10,0918,339.4
4.5458,26.5325,2010-01-10,0919,320.4
6.1706,32.6678,2010-01-10,1042,328.6
12.441,-3.6393,2010-01-10,1056,347.9
10.7981,-7.4876,2010-01-10,1056,357
8.695,-0.4497,2010-01-10,1056,344.6
8.3067,-2.302,2010-01-10,1057,321.5
7.2033,-4.4891,2010-01-10,1057,328.1
6.0637,26.5222,2010-01-10,1220,339.7
3.8371,20.167,2010-01-10,1220,323.3
4.7981,14.0448,2010-01-10,1221,320.4
5.9219,18.6517,2010-01-10,1221,354.2
6.2905,18.8493,2010-01-10,1221,320.6
5.6674,11.9186,2010-01-10,1221,330.9
7.4719,21.343,2010-01-10,1221,327.6
6.8355,13.4635,2010-01-10,1221,322.5
8.1123,19.0415,2010-01-10,1221,326.8
8.3537,17.8885,2010-01-10,1221,326.9
8.475,15.5076,2010-01-10,1221,328.7
9.893,12.5624,2010-01-10,1222,328.7
9.9226,21.2409,2010-01-10,1222,329.7
8.8949,-7.3639,2010-01-10,1400,321.8
8.8696,-9.5419,2010-01-10,1400,348.9
8.1575,-6.4655,2010-01-10,1400,324.6
8.5621,-6.6594,2010-01-10,1400,321.5
8.7095,-7.4993,2010-01-10,1400,332.3
9.3829,-7.4848,2010-01-10,1401,330.7
10.2009,-5.1187,2010-01-10,1401,331.5
10.2156,-7.2035,2010-01-10,1401,334.5
10.8634,-6.7229,2010-01-10,1401,371.3
11.663,-8.4686,2010-01-10,1401,324.2
7.3738,34.8007,2010-01-10,2005,307.5
31.7979,6.0571,2010-01-10,2151,319
8.9239,36.343,2010-01-11,0822,322.5
7.3317,34.0572,2010-01-11,0822,331.6
5.4453,26.1969,2010-01-11,0823,322.7
7.5377,27.9026,2010-01-11,0823,323.3
6.1227,28.3681,2010-01-11,0823,366.4
10.518,8.7703,2010-01-11,1000,330.1
10.1082,4.1021,2010-01-11,1001,348.6
7.6151,7.957,2010-01-11,1001,319.8
2.7879,31.1913,2010-01-11,1124,327.6
3.9686,30.6456,2010-01-11,1125,322.4
4.5595,30.5823,2010-01-11,1125,323.5
4.1902,25.8557,2010-01-11,1125,326.9
5.1921,29.3109,2010-01-11,1125,327.5
5.4537,26.9105,2010-01-11,1125,336.8
6.9744,28.8491,2010-01-11,1125,338.1
7.0296,29.0065,2010-01-11,1125,330.6
8.2092,32.6751,2010-01-11,1126,352.3
8.8389,32.5691,2010-01-11,1126,329.5
8.9581,26.757,2010-01-11,1126,327.3
10.1336,-9.5294,2010-01-11,1139,324.8
4.532,12.0395,2010-01-11,1303,320.1
6.084,17.3195,2010-01-11,1304,321.2
6.1683,10.2245,2010-01-11,1304,328.5
6.8352,7.8155,2010-01-11,1304,328.1
8.6079,15.591,2010-01-11,1304,330.8
9.5558,6.9431,2010-01-11,1305,328.2
8.7634,3.7506,2010-01-11,1305,325.3
8.63,9.663,2010-01-11,1305,329
8.926,6.6657,2010-01-11,1305,333.4
8.4296,-1.1327,2010-01-11,1305,330.8
9.9154,4.317,2010-01-11,1305,344.5
5.3278,32.425,2010-01-11,2047,339.8
10.6386,18.5361,2010-01-11,2049,347.8
6.8602,25.2445,2010-01-11,2343,346.5
9.6519,27.9678,2010-01-12,0905,347.3
8.5292,24.2051,2010-01-12,0905,337.9
6.0681,28.2147,2010-01-12,0906,325.7
6.9729,26.3559,2010-01-12,0906,332.2
6.6044,23.9391,2010-01-12,0906,330.8
6.169,22.4941,2010-01-12,0906,333.9
4.418,26.1377,2010-01-12,0906,329.2
10.687,5.6517,2010-01-12,1043,327.4
9.5811,-1.8367,2010-01-12,1044,352.5
8.526,-0.0449,2010-01-12,1044,337
7.6011,-0.5657,2010-01-12,1044,332.9
8.43,-8.6575,2010-01-12,1045,326.2
-0.7234,22.7665,2010-01-12,1206,309.5
4.0498,24.435,2010-01-12,1208,328.8
5.1437,24.7375,2010-01-12,1208,322.8
6.1689,26.2189,2010-01-12,1208,321.1
6.1187,22.4834,2010-01-12,1208,326.3
5.8888,18.7153,2010-01-12,1208,315.9
6.4053,19.918,2010-01-12,1208,317.5
6.9728,22.5342,2010-01-12,1209,320.5
6.7529,18.267,2010-01-12,1209,325.8
8.4019,26.9395,2010-01-12,1209,328.4
7.7746,19.584,2010-01-12,1209,333.7
8.7114,22.931,2010-01-12,1209,323.3
9.2887,23.1188,2010-01-12,1209,339.4
9.8934,18.9606,2010-01-12,1209,329.8
6.4507,0.435,2010-01-12,1347,347.2
7.2179,-0.1561,2010-01-12,1347,325.5
7.816,-4.4679,2010-01-12,1348,324.3
8.3245,-1.5996,2010-01-12,1348,330.1
7.0454,-4.8313,2010-01-12,1348,349.3
7.9233,-0.2909,2010-01-12,1348,348.2
8.2858,1.5043,2010-01-12,1348,323.3
7.5754,-4.7948,2010-01-12,1348,325.7
8.8278,-2.0522,2010-01-12,1348,336.6
9.176,-0.7556,2010-01-12,1348,338.7
8.8426,-5.7072,2010-01-12,1348,322.8
10.633,4.262,2010-01-12,1348,329.6
9.0523,-10.6001,2010-01-12,1348,327.6
9.467,-11.256,2010-01-12,1348,325.8
9.4886,5.5491,2010-01-12,1348,342.4
11.6765,-4.3841,2010-01-12,1349,345.1
11.1684,35.8601,2010-01-12,1954,304.4
9.0971,-10.5996,2010-01-12,2311,329.1
10.766,33.8871,2010-01-13,0809,326.1
7.0167,34.6498,2010-01-13,0810,336.2
6.1856,34.4095,2010-01-13,0810,316.8
3.2167,33.0586,2010-01-13,0811,319
8.8256,13.2181,2010-01-13,0948,328.9
5.7433,10.9695,2010-01-13,0949,321.1
3.0832,32.7427,2010-01-13,1112,321.5
4.289,32.1994,2010-01-13,1112,333.3
5.6655,30.9715,2010-01-13,1113,348.4
7.0404,34.7899,2010-01-13,1113,366.2
7.9406,33.3741,2010-01-13,1113,330.7
9.9497,35.2525,2010-01-13,1114,326.2
12.2397,-9.4388,2010-01-13,1126,339.4
10.6598,-11.5342,2010-01-13,1127,323.4
10.0843,-11.9967,2010-01-13,1127,321.6
9.565,-12.7773,2010-01-13,1127,319.1
3.9755,15.7987,2010-01-13,1251,315.5
7.6385,10.4099,2010-01-13,1252,329.7
8.3951,9.7115,2010-01-13,1252,335.2
6.4867,12.9978,2010-01-13,1252,347.7
6.5555,6.0684,2010-01-13,1252,318.2
8.8201,1.7513,2010-01-13,1253,324.6
10.5112,5.2437,2010-01-13,1253,324.8
9.2972,-7.5098,2010-01-13,1431,324.1
8.4527,-8.2353,2010-01-13,1431,325.6
9.0152,-10.7256,2010-01-13,1431,332.7
9.1811,-12.4341,2010-01-13,1431,323.4
9.4642,-12.3855,2010-01-13,1431,321.4
10.0601,-11.1394,2010-01-13,1431,319.6
10.6199,-9.9982,2010-01-13,1432,321
13.205,-13.4869,2010-01-13,1432,328.6
6.9278,30.9516,2010-01-13,2036,300.6
10.4562,35.4132,2010-01-13,2330,306
13.2754,-10.5326,2010-01-14,0247,335.7
6.4553,33.6035,2010-01-14,0853,342.2
9.4477,29.8527,2010-01-14,0853,346.6
5.937,18.0634,2010-01-14,0854,312.6
5.9445,26.4954,2010-01-14,0854,334.7
10.8315,4.4679,2010-01-14,1031,327.8
9.7226,0.5139,2010-01-14,1032,327.7
8.0442,0.9556,2010-01-14,1032,321.3
2.602,30.3806,2010-01-14,1155,313.3
3.9452,28.5205,2010-01-14,1155,311.7
5.069,28.7568,2010-01-14,1156,333
5.6585,27.1192,2010-01-14,1156,322.5
5.7875,22.1638,2010-01-14,1156,316.9
6.7498,23.9056,2010-01-14,1156,321.8
6.4443,18.3294,2010-01-14,1156,315.8
8.2646,14.643,2010-01-14,1157,327.7
7.1661,18.1656,2010-01-14,1157,334.9
7.8646,19.3754,2010-01-14,1157,324.5
8.5552,19.6825,2010-01-14,1157,325.3
7.1516,-1.3414,2010-01-14,1335,336
8.5677,3.6263,2010-01-14,1335,332.4
8.274,-1.3488,2010-01-14,1335,325.2
8.7207,-3.3118,2010-01-14,1336,337.4
9.0906,-0.8556,2010-01-14,1336,328.7
8.6869,-6.2015,2010-01-14,1336,330
8.9661,-8.5023,2010-01-14,1336,316.7
9.1235,-10.712,2010-01-14,1336,315.7
9.9112,-8.2243,2010-01-14,1336,320.4
11.7731,-1.0885,2010-01-14,1336,332
12.6006,-3.4379,2010-01-14,1337,334.3
5.8313,17.1817,2010-01-14,2119,303.1
9.0685,-10.6245,2010-01-14,2259,300.8
8.9588,29.6857,2010-01-15,0758,316.5
-25.9868,29.1873,2010-01-15,0807,316.4
8.0763,20.5982,2010-01-15,0936,324.4
7.6031,17.6037,2010-01-15,0936,334.7
6.3818,16.5449,2010-01-15,0937,324.1
3.7216,28.4365,2010-01-15,1100,312.8
7.9404,37.6485,2010-01-15,1101,330.4
9.9267,37.4406,2010-01-15,1101,338.9
12.852,-11.3109,2010-01-15,1114,321.9
10.7695,-6.8049,2010-01-15,1114,323.1
9.6403,-4.8695,2010-01-15,1115,324.8
9.2402,-11.0259,2010-01-15,1115,314.4
3.3429,19.1323,2010-01-15,1238,324.3
6.4067,13.9422,2010-01-15,1239,320.7
6.8282,14.3178,2010-01-15,1239,326.3
8.8949,12.8604,2010-01-15,1240,328.6
7.8844,19.0553,2010-01-15,1240,331.9
7.0849,10.0884,2010-01-15,1240,322.1
7.8449,12.6695,2010-01-15,1240,345.8
9.6247,19.5323,2010-01-15,1240,326.8
10.8334,4.8915,2010-01-15,1241,324.6
8.3729,-8.2499,2010-01-15,1419,343.1
9.1886,-8.8492,2010-01-15,1419,346.3
9.6862,-7.8905,2010-01-15,1419,324.1
10.3616,-6.1824,2010-01-15,1419,325.3
10.5637,-10.0692,2010-01-15,1419,331.3
11.5934,-9.5578,2010-01-15,1420,327
13.0655,-12.6284,2010-01-15,1420,334.4
4.6846,31.0961,2010-01-15,2023,306.1
9.1763,29.7539,2010-01-15,2318,305.4
10.8977,30.1329,2010-01-16,0840,324.3
6.5559,29.7074,2010-01-16,0841,328.2
3.3343,31.9559,2010-01-16,0842,333.4
10.6067,5.4679,2010-01-16,1019,336.2
9.5312,4.4662,2010-01-16,1019,323.6
8.0554,5.3874,2010-01-16,1020,315.6
3.5681,33.8954,2010-01-16,1143,327.6
4.8803,29.873,2010-01-16,1143,325.7
8.4071,33.7871,2010-01-16,1144,328.1
9.8474,27.9004,2010-01-16,1145,338.6
9.1949,-0.1581,2010-01-16,1323,340.5
8.1021,6.232,2010-01-16,1323,322.2
