Tag,Longitude,Latitude,Date
91732,33.858000000000004,-0.7440000000000001,2010-03-17 20:00:00.000
91732,33.95967,-0.8728299999999999,2010-03-18 05:00:00.000
91732,33.957,-0.865,2010-03-18 08:00:00.000
91732,34.01983,-0.89433,2010-03-18 14:00:00.000
91732,33.99017,-0.898,2010-03-18 20:00:00.000
91732,34.0605,-0.93317,2010-03-19 05:00:00.000
91732,34.07533,-0.9436700000000001,2010-03-19 08:00:00.000
91732,34.14433,-0.9066700000000001,2010-03-19 14:00:00.000
91732,34.019,-0.955,2010-03-19 20:00:00.000
91732,34.1025,-0.9398299999999999,2010-03-20 05:00:00.000
91732,34.11833,-0.90617,2010-03-20 08:00:00.000
91732,34.113,-0.9543299999999999,2010-03-20 14:00:00.000
91732,33.998329999999996,-0.943,2010-03-20 20:00:00.000
91732,34.09283,-0.95083,2010-03-21 05:00:00.000
91732,34.10483,-0.9751700000000001,2010-03-21 08:00:00.000
91732,34.120329999999996,-0.9571700000000001,2010-03-21 14:00:00.000
91732,33.888329999999996,-0.97683,2010-03-21 20:00:00.000
91732,33.96617,-1.0616700000000001,2010-03-22 05:00:00.000
91732,34.02733,-1.0551700000000002,2010-03-22 08:00:00.000
91732,34.07517,-1.05483,2010-03-22 14:00:00.000
91732,34.0175,-1.0455,2010-03-22 20:00:00.000
91732,34.04233,-1.04483,2010-03-23 05:00:00.000
91732,34.03383,-1.06417,2010-03-23 08:00:00.000
91732,34.0685,-1.048,2010-03-23 14:00:00.000
91732,33.97367,-1.0333299999999999,2010-03-23 20:00:00.000
91732,33.91317,-1.1395,2010-03-24 05:00:00.000
91732,33.86533,-1.186,2010-03-24 08:00:00.000
91732,33.858670000000004,-1.17783,2010-03-24 14:00:00.000
91732,33.84517,-1.168,2010-03-24 20:00:00.000
91732,33.90267,-1.20967,2010-03-25 05:00:00.000
91732,33.86567,-1.1721700000000002,2010-03-25 08:00:00.000
91732,33.90283,-1.20983,2010-03-25 14:00:00.000
91732,33.85967,-1.1715,2010-03-25 20:00:00.000
91732,33.90317,-1.2086700000000001,2010-03-26 05:00:00.000
91732,33.90317,-1.21,2010-03-26 08:00:00.000
91732,33.903,-1.20983,2010-03-26 14:00:00.000
91732,33.84267,-1.176,2010-03-26 20:00:00.000
91732,33.903,-1.20983,2010-03-27 05:00:00.000
91732,33.85117,-1.175,2010-03-27 08:00:00.000
91732,33.85583,-1.169,2010-03-27 14:00:00.000
91732,33.84833,-1.16783,2010-03-27 20:00:00.000
91732,33.90317,-1.2086700000000001,2010-03-28 05:00:00.000
91732,33.8315,-1.2185,2010-03-28 08:00:00.000
91732,33.90267,-1.20933,2010-03-28 14:00:00.000
91732,33.80767,-1.21117,2010-03-28 20:00:00.000
91732,33.817,-1.2773299999999999,2010-03-29 05:00:00.000
91732,33.8145,-1.261,2010-03-29 08:00:00.000
91732,33.88633,-1.2125,2010-03-29 14:00:00.000
91732,33.852,-1.1563299999999999,2010-03-29 20:00:00.000
91732,33.903,-1.20983,2010-03-30 05:00:00.000
91732,33.86933,-1.1855,2010-03-30 08:00:00.000
91732,33.8555,-1.21367,2010-03-30 14:00:00.000
91732,33.84267,-1.1635,2010-03-30 20:00:00.000
91732,33.89,-1.2166700000000001,2010-03-31 05:00:00.000
91732,33.85417,-1.2155,2010-03-31 08:00:00.000
91732,33.903,-1.20983,2010-03-31 14:00:00.000
91732,33.83067,-1.2426700000000002,2010-03-31 20:00:00.000
91732,33.89,-1.2166700000000001,2010-04-01 05:00:00.000
91732,33.8705,-1.1986700000000001,2010-04-01 08:00:00.000
91732,33.8495,-1.2308299999999999,2010-04-01 14:00:00.000
91732,33.85567,-1.16667,2010-04-01 20:00:00.000
91732,33.903,-1.20983,2010-04-02 05:00:00.000
91732,33.84617,-1.218,2010-04-02 08:00:00.000
91732,33.90267,-1.20933,2010-04-02 14:00:00.000
91732,33.77117,-0.9451700000000001,2010-04-02 20:00:00.000
91732,33.39867,-0.5895,2010-04-03 05:00:00.000
91732,33.08633,-0.4575,2010-04-03 08:00:00.000
91732,33.04083,-0.32683,2010-04-03 14:00:00.000
91732,33.04683,-0.37917,2010-04-03 20:00:00.000
91732,32.996,-0.5465,2010-04-04 05:00:00.000
91732,32.82767,-0.63583,2010-04-04 08:00:00.000
91732,32.711999999999996,-0.5545,2010-04-04 14:00:00.000
91732,32.676829999999995,-0.46967,2010-04-04 20:00:00.000
91732,32.6525,-0.062329999999999997,2010-04-05 05:00:00.000
91732,32.7025,-0.26016999999999996,2010-04-05 08:00:00.000
91732,33.237829999999995,0.32816999999999996,2010-04-05 14:00:00.000
91732,32.815,1.84317,2010-04-05 20:00:00.000
91732,31.15633,5.6645,2010-04-06 05:00:00.000
91732,31.011329999999997,7.23517,2010-04-06 08:00:00.000
91732,31.19667,9.19533,2010-04-06 14:00:00.000
91732,32.12917,10.88317,2010-04-06 20:00:00.000
91732,33.35967,11.86583,2010-04-07 05:00:00.000
91732,33.60683,11.95283,2010-04-07 08:00:00.000
91732,34.096,12.79983,2010-04-07 14:00:00.000
91732,34.04483,13.05517,2010-04-07 20:00:00.000
91732,33.73733,13.32983,2010-04-08 05:00:00.000
91732,33.73717,13.33017,2010-04-08 08:00:00.000
91732,33.73733,13.33,2010-04-08 14:00:00.000
91732,33.7305,13.331170000000002,2010-04-08 20:00:00.000
91732,33.73833,13.33,2010-04-09 05:00:00.000
91732,33.66283,13.40233,2010-04-09 08:00:00.000
91732,33.65917,13.648670000000001,2010-04-09 14:00:00.000
91732,33.79017,14.16267,2010-04-09 20:00:00.000
91732,33.430170000000004,15.308670000000001,2010-04-10 05:00:00.000
